"Crop","State","Season","Area-2020-21","Area-2021-22","Area-2022-23","Area-2023-24","Area-2024-25","Production-2020-21","Production-2021-22","Production-2022-23","Production-2023-24","Production-2024-25","Yield-2020-21","Yield-2021-22","Yield-2022-23","Yield-2023-24","Yield-2024-25"
"Sesamum","Sikkim","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Sesamum","Sikkim","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Sesamum","Tamil Nadu","Kharif","52690.00","47470.00","8790.00","10620.00","14590.00","34459.26","27960.00","4060.98","4895.82","7105.33","654.00","589.00","462.00","461.00","487.00"
"Sesamum","Tamil Nadu","Rabi","","","4330.00","5950.00","4669.00","","","2329.54","2867.90","1932.97","","","538.00","482.00","414.00"
"Sesamum","Tamil Nadu","Summer","","","34760.00","43870.00","59340.00","","","18700.88","21145.34","24566.76","","","538.00","482.00","414.00"
"Sesamum","Tamil Nadu","Total","52690.00","47470.00","47880.00","60440.00","78599.00","34459.26","27960.00","25091.40","28909.06","33605.06","654.00","589.00","524.00","478.00","428.00"
"Sesamum","Telangana","Kharif","23000.00","34000.00","","","280.00","14881.00","26044.00","","","180.88","647.00","766.00","","","646.00"
"Sesamum","Telangana","Rabi","","","14000.00","14000.00","12710.00","","","10584.00","10360.00","8083.56","","","756.00","740.00","636.00"
"Sesamum","Telangana","Total","23000.00","34000.00","14000.00","14000.00","12990.00","14881.00","26044.00","10584.00","10360.00","8264.44","647.00","766.00","756.00","740.00","636.00"
"Sesamum","Tripura","Kharif","5862.00","6363.00","5119.00","5120.00","4930.00","3968.57","4079.00","3460.44","3461.12","3446.07","677.00","641.00","676.00","676.00","699.00"
"Sesamum","Tripura","Total","5862.00","6363.00","5119.00","5120.00","4930.00","3968.57","4079.00","3460.44","3461.12","3446.07","677.00","641.00","676.00","676.00","699.00"
"Sesamum","Uttar Pradesh","Kharif","317000.00","313000.00","361000.00","402000.00","419000.00","98270.00","70738.00","84113.00","119394.00","121929.00","310.00","226.00","233.00","297.00","291.00"
"Sesamum","Uttar Pradesh","Total","317000.00","313000.00","361000.00","402000.00","419000.00","98270.00","70738.00","84113.00","119394.00","121929.00","310.00","226.00","233.00","297.00","291.00"
"Sesamum","Uttarakhand","Kharif","2000.00","2000.00","2000.00","2012.00","2113.00","530.00","528.00","506.00","517.08","545.15","265.00","264.00","253.00","257.00","258.00"
"Sesamum","Uttarakhand","Total","2000.00","2000.00","2000.00","2012.00","2113.00","530.00","528.00","506.00","517.08","545.15","265.00","264.00","253.00","257.00","258.00"
"Sesamum","West Bengal","Kharif","259098.00","259808.00","1136.00","833.00","825.00","192509.81","254352.00","813.38","578.10","581.63","743.00","979.00","716.00","694.00","705.00"
"Sesamum","West Bengal","Summer","","","257056.00","275518.00","262900.00","","","250629.60","279650.77","266843.50","","","975.00","1015.00","1015.00"
"Sesamum","West Bengal","Total","259098.00","259808.00","258192.00","276351.00","263725.00","192509.81","254352.00","251442.98","280228.87","267425.13","743.00","979.00","974.00","1014.00","1014.00"
"Sesamum","All India","Kharif","1722666.50","1627044.50","1043086.20","1008246.36","1038584.80","816813.37","788744.00","391669.44","395005.73","443633.81","474.00","485.00","375.00","392.00","427.00"
"Sesamum","All India","Rabi","","","52644.00","49471.26","40705.00","","","31140.59","27654.65","19019.81","","","592.00","559.00","467.00"
"Sesamum","All India","Summer","","","427334.00","473634.80","496480.60","","","379328.05","424448.71","430694.31","","","888.00","896.00","867.00"
"Sesamum","All India","Total","1722666.50","1627044.50","1523064.20","1531352.42","1575770.40","816813.37","788744.00","802138.08","847109.09","893347.93","474.00","485.00","527.00","553.00","567.00"
"Nigerseed","Andaman And Nicobar Islands","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Nigerseed","Andaman And Nicobar Islands","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Nigerseed","Andhra Pradesh","Kharif","4000.00","4000.00","3000.00","1010.00","1000.00","1820.00","1428.00","1158.00","379.76","366.00","455.00","357.00","386.00","376.00","366.00"
"Nigerseed","Andhra Pradesh","Total","4000.00","4000.00","3000.00","1010.00","1000.00","1820.00","1428.00","1158.00","379.76","366.00","455.00","357.00","386.00","376.00","366.00"
"Nigerseed","Arunachal Pradesh","Kharif","0.00","0.00","","","","0.00","0.00","","","","0.00","0.00","","",""
"Nigerseed","Arunachal Pradesh","Total","0.00","0.00","","","","0.00","0.00","","","","0.00","0.00","","",""
"Nigerseed","Assam","Kharif","5563.00","5660.00","5000.00","5044.00","4835.00","3148.66","3283.00","2975.00","2839.77","2804.30","566.00","580.00","595.00","563.00","580.00"
"Nigerseed","Assam","Total","5563.00","5660.00","5000.00","5044.00","4835.00","3148.66","3283.00","2975.00","2839.77","2804.30","566.00","580.00","595.00","563.00","580.00"
"Nigerseed","Bihar","Kharif","","","","","","","0.00","","","","","","","",""
"Nigerseed","Bihar","Total","","","","","","","0.00","","","","","","","",""
"Nigerseed","Chandigarh","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Nigerseed","Chandigarh","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Nigerseed","Chhattisgarh","Kharif","45940.00","21420.00","25040.00","22900.00","25980.00","9555.52","4562.00","5183.28","4694.50","5066.10","208.00","213.00","207.00","205.00","195.00"
"Nigerseed","Chhattisgarh","Total","45940.00","21420.00","25040.00","22900.00","25980.00","9555.52","4562.00","5183.28","4694.50","5066.10","208.00","213.00","207.00","205.00","195.00"
"Nigerseed","Dadra And Nagar Haveli","Kharif","0.00","0.00","","","","0.00","0.00","","","","0.00","0.00","","",""
"Nigerseed","Dadra And Nagar Haveli","Total","0.00","0.00","","","","0.00","0.00","","","","0.00","0.00","","",""
"Nigerseed","Daman And Diu","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Nigerseed","Daman And Diu","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Nigerseed","Delhi","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Nigerseed","Delhi","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Nigerseed","Goa","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Nigerseed","Goa","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Nigerseed","Gujarat","Kharif","2330.00","3100.00","1250.00","1070.00","770.00","992.58","1321.00","528.75","467.59","336.49","426.00","426.00","423.00","437.00","437.00"
"Nigerseed","Gujarat","Total","2330.00","3100.00","1250.00","1070.00","770.00","992.58","1321.00","528.75","467.59","336.49","426.00","426.00","423.00","437.00","437.00"
"Nigerseed","Haryana","Kharif","","","","","","","0.00","","","","","","","",""
"Nigerseed","Haryana","Total","","","","","","","0.00","","","","","","","",""
"Nigerseed","Himachal Pradesh","Kharif","","","","","","","0.00","","","","","","","",""
"Nigerseed","Himachal Pradesh","Total","","","","","","","0.00","","","","","","","",""
"Nigerseed","Jammu And Kashmir","Kharif","0.00","","","","","0.00","0.00","","","","0.00","","","",""
"Nigerseed","Jammu And Kashmir","Total","0.00","","","","","0.00","0.00","","","","0.00","","","",""
"Nigerseed","Jharkhand","Kharif","3924.00","2449.00","1888.00","1458.00","2383.00","1946.30","975.00","670.24","551.12","1017.54","496.00","398.00","355.00","378.00","427.00"
"Nigerseed","Jharkhand","Total","3924.00","2449.00","1888.00","1458.00","2383.00","1946.30","975.00","670.24","551.12","1017.54","496.00","398.00","355.00","378.00","427.00"
"Nigerseed","Karnataka","Kharif","1000.00","400.00","100.00","100.00","300.00","247.00","100.00","23.30","20.00","123.00","247.00","250.00","233.00","200.00","410.00"
"Nigerseed","Karnataka","Total","1000.00","400.00","100.00","100.00","300.00","247.00","100.00","23.30","20.00","123.00","247.00","250.00","233.00","200.00","410.00"
"Nigerseed","Kerala","Kharif","","","","","","","0.00","","","","","","","",""
"Nigerseed","Kerala","Total","","","","","","","0.00","","","","","","","",""
"Nigerseed","Ladakh","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Nigerseed","Ladakh","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Nigerseed","Lakshadweep","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Nigerseed","Lakshadweep","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Nigerseed","Madhya Pradesh","Kharif","16000.00","7000.00","10000.00","11000.00","11000.00","5136.00","2527.00","3030.00","3223.00","3179.00","321.00","361.00","303.00","293.00","289.00"
"Nigerseed","Madhya Pradesh","Total","16000.00","7000.00","10000.00","11000.00","11000.00","5136.00","2527.00","3030.00","3223.00","3179.00","321.00","361.00","303.00","293.00","289.00"
"Nigerseed","Maharashtra","Kharif","8200.00","5880.00","5400.00","4440.00","3830.00","1845.00","882.00","1339.20","1198.80","804.30","225.00","150.00","248.00","270.00","210.00"
"Nigerseed","Maharashtra","Total","8200.00","5880.00","5400.00","4440.00","3830.00","1845.00","882.00","1339.20","1198.80","804.30","225.00","150.00","248.00","270.00","210.00"
"Nigerseed","Manipur","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Nigerseed","Manipur","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Nigerseed","Meghalaya","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Nigerseed","Meghalaya","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Nigerseed","Mizoram","Kharif","","","","","","","0.00","","","","","","","",""
"Nigerseed","Mizoram","Total","","","","","","","0.00","","","","","","","",""
"Nigerseed","Nagaland","Kharif","","","","","","","0.00","","","","","","","",""
"Nigerseed","Nagaland","Total","","","","","","","0.00","","","","","","","",""
"Nigerseed","Odisha","Kharif","45730.00","46330.00","35250.00","35250.00","50730.00","17194.48","17142.00","13077.75","13077.75","25923.03","376.00","370.00","371.00","371.00","511.00"
"Nigerseed","Odisha","Total","45730.00","46330.00","35250.00","35250.00","50730.00","17194.48","17142.00","13077.75","13077.75","25923.03","376.00","370.00","371.00","371.00","511.00"
"Nigerseed","Puducherry","Kharif","","","","","","","0.00","","","","","","","",""
"Nigerseed","Puducherry","Total","","","","","","","0.00","","","","","","","",""
"Nigerseed","Punjab","Kharif","","","","","","","0.00","","","","","","","",""
"Nigerseed","Punjab","Total","","","","","","","0.00","","","","","","","",""
"Nigerseed","Rajasthan","Kharif","","","","","","","0.00","","","","","","","",""
"Nigerseed","Rajasthan","Total","","","","","","","0.00","","","","","","","",""
"Nigerseed","Sikkim","Kharif","","","","","","","0.00","","","","","","","",""
"Nigerseed","Sikkim","Total","","","","","","","0.00","","","","","","","",""
"Nigerseed","Tamil Nadu","Kharif","","","","340.00","","","0.00","","79.22","","","","","233.00",""
"Nigerseed","Tamil Nadu","Total","","","","340.00","","","0.00","","79.22","","","","","233.00",""
"Nigerseed","Telangana","Kharif","","","","","","","0.00","","","","","","","",""
"Nigerseed","Telangana","Total","","","","","","","0.00","","","","","","","",""
"Nigerseed","Tripura","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Nigerseed","Tripura","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Nigerseed","Uttar Pradesh","Kharif","","","","","","","0.00","","","","","","","",""
"Nigerseed","Uttar Pradesh","Total","","","","","","","0.00","","","","","","","",""
"Nigerseed","Uttarakhand","Kharif","","","","","","","0.00","","","","","","","",""
"Nigerseed","Uttarakhand","Total","","","","","","","0.00","","","","","","","",""
"Nigerseed","West Bengal","Kharif","1080.00","1120.00","1139.00","785.00","600.00","564.84","586.00","602.53","398.00","306.00","523.00","523.00","529.00","507.00","510.00"
"Nigerseed","West Bengal","Total","1080.00","1120.00","1139.00","785.00","600.00","564.84","586.00","602.53","398.00","306.00","523.00","523.00","529.00","507.00","510.00"
"Nigerseed","All India","Kharif","133767.00","97359.00","88067.00","83397.00","101428.00","42450.38","32806.00","28588.05","26929.51","39925.76","317.00","337.00","325.00","323.00","394.00"
"Nigerseed","All India","Total","133767.00","97359.00","88067.00","83397.00","101428.00","42450.38","32806.00","28588.05","26929.51","39925.76","317.00","337.00","325.00","323.00","394.00"
"Soybean","Andaman And Nicobar Islands","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Soybean","Andaman And Nicobar Islands","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Soybean","Andhra Pradesh","Kharif","2000.00","3000.00","15000.00","9430.00","6000.00","3088.00","4641.00","27570.00","12862.52","7926.00","1544.00","1547.00","1838.00","1364.00","1321.00"
"Soybean","Andhra Pradesh","Total","2000.00","3000.00","15000.00","9430.00","6000.00","3088.00","4641.00","27570.00","12862.52","7926.00","1544.00","1547.00","1838.00","1364.00","1321.00"
"Soybean","Arunachal Pradesh","Kharif","3139.00","3289.00","3687.00","3728.00","3773.00","4476.21","4713.00","5231.85","5297.49","5368.98","1426.00","1433.00","1419.00","1421.00","1423.00"
"Soybean","Arunachal Pradesh","Total","3139.00","3289.00","3687.00","3728.00","3773.00","4476.21","4713.00","5231.85","5297.49","5368.98","1426.00","1433.00","1419.00","1421.00","1423.00"
"Soybean","Assam","Kharif","","","","","","","0.00","","","","","","","",""
"Soybean","Assam","Total","","","","","","","0.00","","","","","","","",""
"Soybean","Bihar","Kharif","24756.00","23434.00","18132.00","18025.00","8735.00","11437.27","17482.00","17352.32","12184.90","7092.82","462.00","746.00","957.00","676.00","812.00"
"Soybean","Bihar","Total","24756.00","23434.00","18132.00","18025.00","8735.00","11437.27","17482.00","17352.32","12184.90","7092.82","462.00","746.00","957.00","676.00","812.00"
"Soybean","Chandigarh","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Soybean","Chandigarh","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Soybean","Chhattisgarh","Kharif","68880.00","49720.00","28320.00","26710.00","21810.00","50557.92","31572.00","27555.36","25334.44","19716.24","734.00","635.00","973.00","949.00","904.00"
"Soybean","Chhattisgarh","Total","68880.00","49720.00","28320.00","26710.00","21810.00","50557.92","31572.00","27555.36","25334.44","19716.24","734.00","635.00","973.00","949.00","904.00"
"Soybean","Dadra And Nagar Haveli","Kharif","","","","","","","0.00","","","","","","","",""
"Soybean","Dadra And Nagar Haveli","Total","","","","","","","0.00","","","","","","","",""
"Soybean","Daman And Diu","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Soybean","Daman And Diu","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Soybean","Delhi","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Soybean","Delhi","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Soybean","Goa","Kharif","","","","","","","0.00","","","","","","","",""
"Soybean","Goa","Total","","","","","","","0.00","","","","","","","",""
"Soybean","Gujarat","Kharif","149170.00","224470.00","221500.00","265740.00","300690.00","202423.69","365886.00","372563.00","368182.77","457905.77","1357.00","1630.00","1682.00","1386.00","1523.00"
"Soybean","Gujarat","Total","149170.00","224470.00","221500.00","265740.00","300690.00","202423.69","365886.00","372563.00","368182.77","457905.77","1357.00","1630.00","1682.00","1386.00","1523.00"
"Soybean","Haryana","Kharif","","","","","","","0.00","","","","","","","",""
"Soybean","Haryana","Total","","","","","","","0.00","","","","","","","",""
"Soybean","Himachal Pradesh","Kharif","517.00","399.00","429.00","428.00","470.00","413.08","307.00","338.91","338.12","371.30","799.00","769.00","790.00","790.00","790.00"
"Soybean","Himachal Pradesh","Total","517.00","399.00","429.00","428.00","470.00","413.08","307.00","338.91","338.12","371.30","799.00","769.00","790.00","790.00","790.00"
"Soybean","Jammu And Kashmir","Kharif","","","","","","","0.00","","","","","","","",""
"Soybean","Jammu And Kashmir","Total","","","","","","","0.00","","","","","","","",""
"Soybean","Jharkhand","Kharif","997.00","608.00","1150.00","121.00","139.00","744.76","535.00","922.30","188.28","164.99","747.00","880.00","802.00","1556.00","1187.00"
"Soybean","Jharkhand","Total","997.00","608.00","1150.00","121.00","139.00","744.76","535.00","922.30","188.28","164.99","747.00","880.00","802.00","1556.00","1187.00"
"Soybean","Karnataka","Kharif","311000.00","381000.00","460000.00","389000.00","373000.00","376932.00","437007.00","544640.00","413118.00","482662.00","1212.00","1147.00","1184.00","1062.00","1294.00"
"Soybean","Karnataka","Total","311000.00","381000.00","460000.00","389000.00","373000.00","376932.00","437007.00","544640.00","413118.00","482662.00","1212.00","1147.00","1184.00","1062.00","1294.00"
"Soybean","Kerala","Kharif","","","","","","","0.00","","","","","","","",""
"Soybean","Kerala","Total","","","","","","","0.00","","","","","","","",""
"Soybean","Ladakh","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Soybean","Ladakh","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Soybean","Lakshadweep","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Soybean","Lakshadweep","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Soybean","Madhya Pradesh","Kharif","6674000.00","5513000.00","5974000.00","6060000.00","5872000.00","4264686.00","5391714.00","5788806.00","5472180.00","5384624.00","639.00","978.00","969.00","903.00","917.00"
"Soybean","Madhya Pradesh","Total","6674000.00","5513000.00","5974000.00","6060000.00","5872000.00","4264686.00","5391714.00","5788806.00","5472180.00","5384624.00","639.00","978.00","969.00","903.00","917.00"
"Soybean","Maharashtra","Kharif","4289700.00","4595030.00","4926000.00","5114770.00","5072150.00","6262962.00","5500251.00","6615618.00","5257983.56","7369833.95","1460.00","1197.00","1343.00","1028.00","1453.00"
"Soybean","Maharashtra","Total","4289700.00","4595030.00","4926000.00","5114770.00","5072150.00","6262962.00","5500251.00","6615618.00","5257983.56","7369833.95","1460.00","1197.00","1343.00","1028.00","1453.00"
"Soybean","Manipur","Kharif","4904.00","4900.00","3600.00","3030.00","2765.00","4286.10","3288.00","3110.40","2908.80","2267.30","874.00","671.00","864.00","960.00","820.00"
"Soybean","Manipur","Total","4904.00","4900.00","3600.00","3030.00","2765.00","4286.10","3288.00","3110.40","2908.80","2267.30","874.00","671.00","864.00","960.00","820.00"
"Soybean","Meghalaya","Kharif","1878.00","1888.00","1900.00","1900.00","1900.00","3590.74","3629.00","3665.10","3665.10","3665.10","1912.00","1922.00","1929.00","1929.00","1929.00"
"Soybean","Meghalaya","Total","1878.00","1888.00","1900.00","1900.00","1900.00","3590.74","3629.00","3665.10","3665.10","3665.10","1912.00","1922.00","1929.00","1929.00","1929.00"
"Soybean","Mizoram","Kharif","1249.00","1426.00","3142.00","1074.00","674.60","1979.67","2183.00","3738.98","1396.20","793.33","1585.00","1531.00","1190.00","1300.00","1176.00"
"Soybean","Mizoram","Total","1249.00","1426.00","3142.00","1074.00","674.60","1979.67","2183.00","3738.98","1396.20","793.33","1585.00","1531.00","1190.00","1300.00","1176.00"
"Soybean","Nagaland","Kharif","25190.00","7042.00","13630.00","13765.00","13805.00","31865.35","8324.00","17010.24","17343.90","17421.91","1265.00","1182.00","1248.00","1260.00","1262.00"
"Soybean","Nagaland","Total","25190.00","7042.00","13630.00","13765.00","13805.00","31865.35","8324.00","17010.24","17343.90","17421.91","1265.00","1182.00","1248.00","1260.00","1262.00"
"Soybean","Odisha","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Soybean","Odisha","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Soybean","Puducherry","Kharif","","","","","","","0.00","","","","","","","",""
"Soybean","Puducherry","Total","","","","","","","0.00","","","","","","","",""
"Soybean","Punjab","Kharif","","","","","","","0.00","","","","","","","",""
"Soybean","Punjab","Total","","","","","","","0.00","","","","","","","",""
"Soybean","Rajasthan","Kharif","1129697.00","1155195.00","1179503.00","1126486.00","1079330.00","1094676.39","925311.00","1206631.57","1169855.71","1175067.00","969.00","801.00","1023.00","1038.00","1089.00"
"Soybean","Rajasthan","Total","1129697.00","1155195.00","1179503.00","1126486.00","1079330.00","1094676.39","925311.00","1206631.57","1169855.71","1175067.00","969.00","801.00","1023.00","1038.00","1089.00"
"Soybean","Sikkim","Kharif","2957.00","2942.00","2861.00","","","2886.03","2871.00","2792.34","","","976.00","976.00","976.00","",""
"Soybean","Sikkim","Total","2957.00","2942.00","2861.00","","","2886.03","2871.00","2792.34","","","976.00","976.00","976.00","",""
"Soybean","Tamil Nadu","Kharif","","","","1960.00","890.00","","0.00","","2114.84","1005.70","","","","1079.00","1130.00"
"Soybean","Tamil Nadu","Total","","","","1960.00","890.00","","0.00","","2114.84","1005.70","","","","1079.00","1130.00"
"Soybean","Telangana","Kharif","162000.00","155000.00","202000.00","182000.00","154290.00","243486.00","268305.00","325624.00","269906.00","290682.36","1503.00","1731.00","1612.00","1483.00","1884.00"
"Soybean","Telangana","Total","162000.00","155000.00","202000.00","182000.00","154290.00","243486.00","268305.00","325624.00","269906.00","290682.36","1503.00","1731.00","1612.00","1483.00","1884.00"
"Soybean","Tripura","Kharif","0.00","0.00","","","","0.00","0.00","","","","0.00","0.00","","",""
"Soybean","Tripura","Total","0.00","0.00","","","","0.00","0.00","","","","0.00","0.00","","",""
"Soybean","Uttar Pradesh","Kharif","58000.00","17000.00","21000.00","29000.00","32000.00","39846.00","8857.00","11445.00","18183.00","30947.20","687.00","521.00","545.00","627.00","967.00"
"Soybean","Uttar Pradesh","Total","58000.00","17000.00","21000.00","29000.00","32000.00","39846.00","8857.00","11445.00","18183.00","30947.20","687.00","521.00","545.00","627.00","967.00"
"Soybean","Uttarakhand","Kharif","8000.00","7000.00","8000.00","7643.00","7329.00","9752.00","9660.00","10120.00","8881.17","10656.37","1219.00","1380.00","1265.00","1162.00","1454.00"
"Soybean","Uttarakhand","Total","8000.00","7000.00","8000.00","7643.00","7329.00","9752.00","9660.00","10120.00","8881.17","10656.37","1219.00","1380.00","1265.00","1162.00","1454.00"
"Soybean","West Bengal","Kharif","244.00","233.00","235.00","87.00","207.00","206.91","186.00","192.00","64.03","155.25","848.00","798.00","817.00","736.00","750.00"
"Soybean","West Bengal","Total","244.00","233.00","235.00","87.00","207.00","206.91","186.00","192.00","64.03","155.25","848.00","798.00","817.00","736.00","750.00"
"Soybean","All India","Kharif","12918278.00","12146576.00","13084089.00","13254897.00","12951957.60","12610296.12","12986722.00","14984927.37","13061988.83","15268327.57","976.00","1069.00","1145.00","985.00","1179.00"
"Soybean","All India","Total","12918278.00","12146576.00","13084089.00","13254897.00","12951957.60","12610296.12","12986722.00","14984927.37","13061988.83","15268327.57","976.00","1069.00","1145.00","985.00","1179.00"
"Sunflower","Andaman And Nicobar Islands","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Sunflower","Andaman And Nicobar Islands","Rabi","","0.00","","","","","0.00","","","","","0.00","","",""
"Sunflower","Andaman And Nicobar Islands","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Sunflower","Andhra Pradesh","Kharif","2000.00","9000.00","11000.00","2460.00","2000.00","1150.00","4482.00","7568.00","1648.20","1802.00","575.00","498.00","688.00","670.00","901.00"
"Sunflower","Andhra Pradesh","Rabi","10000.00","11000.00","10000.00","1820.00","1000.00","7150.00","7623.00","9940.00","2142.14","1088.00","715.00","693.00","994.00","1177.00","1088.00"
"Sunflower","Andhra Pradesh","Total","12000.00","20000.00","21000.00","4280.00","3000.00","8300.00","12105.00","17508.00","3790.34","2890.00","692.00","605.00","834.00","886.00","963.00"
"Sunflower","Arunachal Pradesh","Kharif","575.00","665.00","683.00","627.00","","478.98","555.00","570.99","524.80","","833.00","835.00","836.00","837.00",""
"Sunflower","Arunachal Pradesh","Rabi","","0.00","","","590.00","","0.00","","","493.83","","0.00","","","837.00"
"Sunflower","Arunachal Pradesh","Total","575.00","665.00","683.00","627.00","590.00","478.98","555.00","570.99","524.80","493.83","833.00","835.00","836.00","837.00","837.00"
"Sunflower","Assam","Kharif","","","","","","","0.00","","","","","","","",""
"Sunflower","Assam","Rabi","","","","","","","0.00","","","","","","","",""
"Sunflower","Assam","Total","","","","","","","0.00","","","","","","","",""
"Sunflower","Bihar","Kharif","1070.00","805.00","779.00","948.00","840.00","1403.84","1052.00","1093.72","1319.62","1156.68","1312.00","1307.00","1404.00","1392.00","1377.00"
"Sunflower","Bihar","Rabi","5843.00","5554.00","1744.00","1624.00","963.00","8448.98","7990.00","2602.05","2333.69","1481.09","1446.00","1439.00","1492.00","1437.00","1538.00"
"Sunflower","Bihar","Summer","","","3817.00","3660.00","1380.00","","","5301.81","5076.42","1977.54","","","1389.00","1387.00","1433.00"
"Sunflower","Bihar","Total","6913.00","6359.00","6340.00","6232.00","3183.00","9852.82","9042.00","8997.58","8729.73","4615.31","1425.00","1422.00","1419.00","1401.00","1450.00"
"Sunflower","Chandigarh","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Sunflower","Chandigarh","Rabi","","0.00","","","","","0.00","","","","","0.00","","",""
"Sunflower","Chandigarh","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Sunflower","Chhattisgarh","Kharif","10.00","30.00","30.00","10.00","70.00","7.02","16.00","15.84","5.71","35.07","702.00","533.00","528.00","571.00","501.00"
"Sunflower","Chhattisgarh","Rabi","0.00","","","","","0.00","0.00","","","","0.00","","","",""
"Sunflower","Chhattisgarh","Total","10.00","30.00","30.00","10.00","70.00","7.02","16.00","15.84","5.71","35.07","702.00","533.00","528.00","571.00","501.00"
"Sunflower","Dadra And Nagar Haveli","Kharif","","","","","","","0.00","","","","","","","",""
"Sunflower","Dadra And Nagar Haveli","Rabi","","","","","","","0.00","","","","","","","",""
"Sunflower","Dadra And Nagar Haveli","Total","","","","","","","0.00","","","","","","","",""
"Sunflower","Daman And Diu","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Sunflower","Daman And Diu","Rabi","","0.00","","","","","0.00","","","","","0.00","","",""
"Sunflower","Daman And Diu","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Sunflower","Delhi","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Sunflower","Delhi","Rabi","","0.00","","","","","0.00","","","","","0.00","","",""
"Sunflower","Delhi","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Sunflower","Goa","Kharif","","","","","","","0.00","","","","","","","",""
"Sunflower","Goa","Rabi","","","","","","","0.00","","","","","","","",""
"Sunflower","Goa","Total","","","","","","","0.00","","","","","","","",""
"Sunflower","Gujarat","Kharif","0.00","","","","","0.00","0.00","","","","0.00","","","",""
"Sunflower","Gujarat","Rabi","180.00","0.00","1830.00","490.00","2150.00","351.54","0.00","2137.44","744.80","3534.60","1953.00","0.00","1168.00","1520.00","1644.00"
"Sunflower","Gujarat","Total","180.00","0.00","1830.00","490.00","2150.00","351.54","0.00","2137.44","744.80","3534.60","1953.00","0.00","1168.00","1520.00","1644.00"
"Sunflower","Haryana","Kharif","0.00","0.00","","","","0.00","0.00","","","","0.00","0.00","","",""
"Sunflower","Haryana","Rabi","12290.00","13020.00","14160.00","14760.00","24681.00","24629.16","18137.00","24723.36","28663.92","53261.60","2004.00","1393.00","1746.00","1942.00","2158.00"
"Sunflower","Haryana","Total","12290.00","13020.00","14160.00","14760.00","24681.00","24629.16","18137.00","24723.36","28663.92","53261.60","2004.00","1393.00","1746.00","1942.00","2158.00"
"Sunflower","Himachal Pradesh","Kharif","","","","","","","0.00","","","","","","","",""
"Sunflower","Himachal Pradesh","Rabi","","","","","","","0.00","","","","","","","",""
"Sunflower","Himachal Pradesh","Total","","","","","","","0.00","","","","","","","",""
"Sunflower","Jammu And Kashmir","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Sunflower","Jammu And Kashmir","Rabi","","0.00","","","","","0.00","","","","","0.00","","",""
"Sunflower","Jammu And Kashmir","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Sunflower","Jharkhand","Kharif","119.00","145.00","122.00","59.00","273.00","69.02","98.00","73.32","43.60","118.48","580.00","676.00","601.00","739.00","434.00"
